City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Lebedinyy,RU,2022-03-14 02:31:49,58.5167,125.5167,6.17,73,100,4.81
291,Burlington,US,2022-03-14 02:28:11,39.8835,-74.6413,36.7,58,100,1.99
292,Lithgow,AU,2022-03-14 02:29:17,-33.4833,150.15,66.47,50,3,5.37
293,Muli,MV,2022-03-14 02:31:50,2.9167,73.5667,83.12,64,98,3.89
294,Barcelos,PT,2022-03-14 02:28:05,41.5388,-8.6151,48.69,90,77,5.91
295,Kazachinskoye,RU,2022-03-14 02:31:50,57.6953,93.2761,0.5,89,70,4.09
296,Chateau-Gontier,FR,2022-03-14 02:31:50,47.8333,-0.7,41.72,93,99,6.22
297,Maniitsoq,GL,2022-03-14 02:31:51,65.4167,-52.9,4.5,88,100,25.3
298,Ahuimanu,US,2022-03-14 02:31:51,21.4447,-157.8378,83.91,64,40,11.5
299,Northam,GB,2022-03-14 02:31:52,51.0333,-4.2167,41.61,92,56,5.75
300,Anadyr,RU,2022-03-14 02:31:52,64.75,177.4833,-1.7,84,0,11.18
301,Hokitika,NZ,2022-03-14 02:31:52,-42.7167,170.9667,67.03,65,4,8.97
302,Sakakah,SA,2022-03-14 02:31:38,29.9697,40.2064,49.57,37,0,8.79
303,Buin,CL,2022-03-14 02:31:52,-33.7333,-70.75,73.74,63,0,1.92
304,Ampanihy,MG,2022-03-14 02:31:53,-24.7,44.75,72.14,65,57,5.44
305,Norrtalje,SE,2022-03-14 02:31:53,59.758,18.705,28.58,72,9,4.09
306,Rosarito,MX,2022-03-14 02:31:53,32.3333,-117.0333,60.1,77,0,3.02
307,Bagan,RU,2022-03-14 02:31:53,54.1001,77.6646,-1.28,91,27,11.07
308,San Jose Del Golfo,GT,2022-03-14 02:31:54,14.7628,-90.3764,69.33,77,28,1.34
309,Tabou,CI,2022-03-14 02:31:54,4.423,-7.3528,78.44,86,76,4.85
310,Codrington,AU,2022-03-14 02:27:29,-38.2667,141.9667,76.24,57,100,8.52
311,Poum,NC,2022-03-14 02:31:54,-20.2333,164.0167,82.18,77,78,8.57
312,Kandrian,PG,2022-03-14 02:31:55,-6.2167,149.55,87.35,62,58,7.07
313,Zhigansk,RU,2022-03-14 02:31:55,66.7697,123.3711,-11.52,93,72,15.01
314,Guane,CU,2022-03-14 02:31:55,22.2025,-84.0875,69.03,82,15,8.12
315,La Sarre,CA,2022-03-14 02:27:27,48.8002,-79.1996,11.64,98,99,2.21
316,Enkhuizen,NL,2022-03-14 02:31:55,52.7,5.2833,52.0,84,100,5.01
317,Mezen,RU,2022-03-14 02:31:56,65.8522,44.24,4.12,99,76,3.83
318,Berlevag,NO,2022-03-14 02:31:56,70.8578,29.0864,34.68,86,86,13.73
319,Half Moon Bay,US,2022-03-14 02:31:56,37.4636,-122.4286,59.79,61,0,14.97
320,Oranjemund,NA,2022-03-14 02:31:56,-28.55,16.4333,60.08,73,15,17.83
321,Diamantino,BR,2022-03-14 02:31:57,-14.4086,-56.4461,72.61,97,100,3.36
322,Alihe,CN,2022-03-14 02:31:57,50.5667,123.7167,26.15,77,100,4.34
323,Eidsvoll,NO,2022-03-14 02:31:07,60.3305,11.2616,25.56,89,0,4.61
324,Nampula,MZ,2022-03-14 02:31:58,-15.1165,39.2666,71.55,88,100,8.05
325,Yatou,CN,2022-03-14 02:31:58,37.15,122.3833,51.48,65,91,18.9
326,Ndele,CF,2022-03-14 02:31:58,8.4109,20.6473,73.18,26,67,4.81
327,Dharchula,IN,2022-03-14 02:31:58,29.85,80.5333,72.25,17,0,0.92
328,Volzhskiy,RU,2022-03-14 02:31:59,48.7858,44.7797,4.51,93,13,7.07
329,Cuervos,MX,2022-03-14 02:31:59,32.6314,-114.8556,78.67,17,0,8.59
330,Paamiut,GL,2022-03-14 02:31:59,61.994,-49.6678,26.91,93,100,8.79
331,Vostok,RU,2022-03-14 02:31:59,46.4856,135.8833,30.79,79,99,2.24
332,Sobolevo,RU,2022-03-14 02:32:00,54.4299,31.8996,26.8,91,96,8.57
333,Vila Velha,BR,2022-03-14 02:27:06,-20.3297,-40.2925,78.75,90,20,4.61
334,Mahajanga,MG,2022-03-14 02:32:00,-15.7167,46.3167,75.22,88,20,5.75
335,Fairbanks,US,2022-03-14 02:32:01,64.8378,-147.7164,16.09,42,0,3.44
336,Key West,US,2022-03-14 02:27:12,24.5557,-81.7826,71.01,64,0,8.05
337,Saint-Francois,FR,2022-03-14 02:32:01,46.4154,3.9054,34.68,93,0,2.3
338,Birin,NP,2022-03-14 02:32:01,26.8865,88.0718,71.82,26,0,3.09
339,Upernavik,GL,2022-03-14 02:32:02,72.7868,-56.1549,-13.11,99,98,18.5
340,Flinders,AU,2022-03-14 02:32:03,-34.5833,150.8552,76.28,73,47,6.87
341,Gambela,ET,2022-03-14 02:32:03,8.25,34.5833,83.44,45,100,2.06
342,Bogande,BF,2022-03-14 02:32:04,12.9714,-0.1436,80.91,19,47,8.9
343,Kwinana,AU,2022-03-14 02:32:04,-32.25,115.7667,81.34,64,25,8.66
344,Sechura,PE,2022-03-14 02:32:04,-5.5569,-80.8222,76.8,72,80,8.48
345,Aklavik,CA,2022-03-14 02:32:05,68.2191,-135.0107,-3.06,90,100,6.53
346,Lompoc,US,2022-03-14 02:30:43,34.6391,-120.4579,59.77,84,20,23.0
347,Hamilton,US,2022-03-14 02:31:34,39.1834,-84.5333,45.45,57,0,11.5
348,Ulladulla,AU,2022-03-14 02:32:06,-35.35,150.4667,76.1,78,21,6.31
349,Zabaykalsk,RU,2022-03-14 02:32:06,49.6333,117.3167,25.52,70,94,7.87
350,Jalu,LY,2022-03-14 02:32:06,29.0331,21.5482,50.74,54,3,11.05
351,Gawler,AU,2022-03-14 02:32:06,-34.6,138.7333,97.11,20,37,8.72
352,Vila Franca Do Campo,PT,2022-03-14 02:32:07,37.7167,-25.4333,55.2,64,93,15.12
353,Mehamn,NO,2022-03-14 02:32:07,71.0357,27.8492,32.92,85,97,12.97
354,Fort Frances,CA,2022-03-14 02:32:07,48.5999,-93.4003,7.02,72,0,4.61
355,Brigantine,US,2022-03-14 02:30:01,39.4101,-74.3646,37.02,54,75,5.75
356,Presidencia Roque Saenz Pena,AR,2022-03-14 02:32:08,-26.7852,-60.4388,63.79,58,0,5.28
357,Nhulunbuy,AU,2022-03-14 02:32:08,-12.2333,136.7667,77.61,94,75,9.22
358,Mao,ES,2022-03-14 02:32:08,39.8885,4.2658,55.96,100,100,10.36
359,Kiama,AU,2022-03-14 02:32:09,-34.6833,150.8667,76.48,72,37,6.53
360,Samarinda,ID,2022-03-14 02:30:49,-0.5,117.15,90.91,52,20,0.72
361,Kruisfontein,ZA,2022-03-14 02:32:09,-34.0033,24.7314,58.89,78,100,18.48
362,Lakselv,NO,2022-03-14 02:32:09,70.0513,24.9718,24.62,80,100,9.22
363,Waipawa,NZ,2022-03-14 02:32:09,-41.4122,175.5153,59.31,63,100,7.36
364,San Rafael,AR,2022-03-14 02:32:10,-34.6177,-68.3301,69.13,43,0,5.95
365,Ulaanbaatar,MN,2022-03-14 02:32:10,47.9077,106.8832,33.93,44,40,13.42
366,Tiznit,MA,2022-03-14 02:32:10,29.5833,-9.5,54.46,90,92,7.07
367,Ape,LV,2022-03-14 02:32:10,57.5393,26.6929,21.7,82,80,4.14
368,Along,IN,2022-03-14 02:32:11,28.1667,94.7667,81.54,30,0,0.27
369,Vieux-Habitants,GP,2022-03-14 02:32:11,16.0589,-61.7659,72.97,76,87,12.37
370,Saint-Pierre,RE,2022-03-14 02:32:11,-21.3393,55.4781,75.9,93,20,13.8
371,Komsomolskiy,UZ,2022-03-14 02:32:12,40.4272,71.7189,50.72,93,75,2.3
372,Antalaha,MG,2022-03-14 02:32:12,-14.9003,50.2788,74.01,88,85,5.59
373,Asha,RU,2022-03-14 02:32:12,54.9973,57.2722,10.53,96,100,1.74
374,Beloha,MG,2022-03-14 02:32:13,-25.1667,45.05,70.99,79,76,8.21
375,Bongandanga,CD,2022-03-14 02:32:13,1.5,21.05,70.05,91,68,2.62
376,Bay Saint Louis,US,2022-03-14 02:32:13,30.3088,-89.33,49.01,81,0,0.0
377,Auki,SB,2022-03-14 02:32:13,-8.7676,160.7034,86.13,64,74,3.98
378,Hassleholm,SE,2022-03-14 02:32:14,56.1591,13.7664,37.26,89,1,5.79
379,Yeppoon,AU,2022-03-14 02:32:14,-23.1333,150.7333,83.98,61,100,18.95
380,Hambantota,LK,2022-03-14 02:32:14,6.1241,81.1185,79.14,94,20,4.61
381,Marzuq,YE,2022-03-14 02:32:15,14.4,46.4667,59.81,38,29,5.37
382,Illela,NG,2022-03-14 02:32:15,13.7292,5.2975,73.53,13,32,12.01
383,Peniche,PT,2022-03-14 02:32:15,39.3558,-9.3811,50.29,89,53,12.93
384,Veseloyarsk,RU,2022-03-14 02:32:16,51.2836,81.1056,6.17,94,64,4.47
385,Walvis Bay,NA,2022-03-14 02:32:16,-22.9575,14.5053,61.09,94,37,1.14
386,Narsaq,GL,2022-03-14 02:32:16,60.9167,-46.05,28.62,68,100,13.94
387,Vilcun,CL,2022-03-14 02:32:16,-38.65,-72.2333,50.74,53,49,1.66
388,Tateyama,JP,2022-03-14 02:32:17,34.9833,139.8667,65.1,74,4,23.51
389,Zinder,NE,2022-03-14 02:32:17,13.8072,8.9881,68.0,13,92,10.83
390,Sao Filipe,CV,2022-03-14 02:32:17,14.8961,-24.4956,70.68,74,0,17.72
391,Green River,US,2022-03-14 02:32:18,41.5286,-109.4662,35.98,72,100,7.0
392,Karratha,AU,2022-03-14 02:32:18,-20.7377,116.8463,95.7,41,0,8.25
393,Mayumba,GA,2022-03-14 02:32:18,-3.432,10.6554,78.37,86,77,6.26
394,Samarai,PG,2022-03-14 02:32:19,-10.6167,150.6667,85.69,69,69,15.95
395,Fort Nelson,CA,2022-03-14 02:32:19,58.8053,-122.7002,-0.81,71,75,2.3
396,Syamzha,RU,2022-03-14 02:32:20,60.0158,41.0614,11.7,98,93,5.44
397,Vao,NC,2022-03-14 02:32:20,-22.6667,167.4833,79.45,79,53,14.18
398,Port Keats,AU,2022-03-14 02:32:20,-14.25,129.55,91.11,54,99,4.68
399,Brownsville,US,2022-03-14 02:32:20,25.9018,-97.4975,66.15,72,100,6.91
400,Viramgam,IN,2022-03-14 02:32:21,23.1225,72.0484,82.0,33,1,7.14
401,Marsh Harbour,BS,2022-03-14 02:32:21,26.5412,-77.0636,68.58,60,8,18.54
402,Siparia,TT,2022-03-14 02:32:21,10.1333,-61.5,75.78,90,64,7.29
403,Tual,ID,2022-03-14 02:32:22,-5.6667,132.75,83.12,75,100,11.14
404,Placido De Castro,BR,2022-03-14 02:32:22,-10.3353,-67.1856,70.65,99,98,2.39
405,Kasama,ZM,2022-03-14 02:32:22,-10.2129,31.1808,59.04,91,99,2.68
406,Sao Domingos,BR,2022-03-14 02:32:23,-13.3983,-46.3183,72.45,77,67,2.39
407,Salta,AR,2022-03-14 02:30:31,-24.7859,-65.4117,61.57,86,75,2.3
408,Purpe,RU,2022-03-14 02:32:23,64.4803,76.6897,-1.88,91,91,8.75
409,Muborak,UZ,2022-03-14 02:32:14,39.2553,65.1528,55.51,80,7,6.06
410,Saint-Georges,GD,2022-03-14 02:32:23,12.0564,-61.7485,78.48,73,40,11.5
411,Lar,IN,2022-03-14 02:32:24,26.2039,83.9717,78.98,30,0,5.26
412,Newberg,US,2022-03-14 02:32:24,45.3001,-122.9732,50.02,83,100,10.36
413,San Joaquin,US,2022-03-14 02:29:48,37.9333,-121.3011,62.85,39,0,10.36
414,Akyab,MM,2022-03-14 02:32:24,20.15,92.9,80.87,47,10,5.01
415,Luangwa,ZM,2022-03-14 02:32:24,-15.6167,30.4167,68.52,98,27,1.57
416,Kenai,US,2022-03-14 02:32:25,60.5544,-151.2583,32.02,58,100,19.57
417,Ust-Koksa,RU,2022-03-14 02:32:25,50.2696,85.6108,29.93,85,100,5.86
418,Kurush,RU,2022-03-14 02:32:25,41.2841,47.8345,5.81,68,80,4.23
419,Cururupu,BR,2022-03-14 02:32:26,-1.8283,-44.8683,74.89,96,100,2.06
420,Havre-Saint-Pierre,CA,2022-03-14 02:32:26,50.2334,-63.5986,17.6,56,0,10.36
421,Kesova Gora,RU,2022-03-14 02:32:26,57.5836,37.2922,28.6,97,98,6.71
422,Vila,PT,2022-03-14 02:32:26,42.0304,-8.1588,36.48,95,97,4.21
423,Egvekinot,RU,2022-03-14 02:32:27,66.3167,-179.1667,9.3,71,0,5.32
424,Nicoya,CR,2022-03-14 02:32:27,10.1483,-85.452,77.74,69,44,10.49
425,Kargala,RU,2022-03-14 02:32:27,56.6208,83.9607,-0.35,92,10,7.4
426,Trincomalee,LK,2022-03-14 02:32:28,8.5711,81.2335,81.46,68,100,10.65
427,Kamaishi,JP,2022-03-14 02:32:28,39.2667,141.8833,42.98,90,100,14.18
428,Kalmunai,LK,2022-03-14 02:32:28,7.4167,81.8167,81.16,76,64,9.71
429,Tutoia,BR,2022-03-14 02:32:28,-2.7619,-42.2744,78.6,86,100,7.76
430,Kirakira,SB,2022-03-14 02:32:29,-10.4544,161.9205,85.62,68,26,5.68
431,Dhidhdhoo,MV,2022-03-14 02:32:29,6.8833,73.1,82.06,72,41,6.35
432,Kaabong,UG,2022-03-14 02:32:29,3.4836,34.1492,70.48,45,98,1.16
433,Atbasar,KZ,2022-03-14 02:32:30,51.8,68.3333,4.06,98,100,3.13
434,Mogadishu,SO,2022-03-14 02:28:51,2.0371,45.3438,80.47,78,20,11.5
435,Fortuna,US,2022-03-14 02:32:30,40.5982,-124.1573,51.93,72,20,8.05
436,Las Palmas,ES,2022-03-14 02:32:30,28.4204,-14.0131,61.59,82,20,9.22
437,Seoul,KR,2022-03-14 02:32:31,37.5683,126.9778,56.77,77,100,10.36
438,Emerald,AU,2022-03-14 02:29:01,-23.5333,148.1667,86.14,35,56,11.5
439,Ankazoabo,MG,2022-03-14 02:32:31,-22.2833,44.5167,68.59,87,76,4.36
440,Bambous Virieux,MU,2022-03-14 02:32:31,-20.3428,57.7575,79.21,88,75,5.75
441,Olyka,UA,2022-03-14 02:32:32,50.7186,25.8125,31.93,76,0,3.85
442,Rudnyy,KZ,2022-03-14 02:32:32,52.9594,63.1206,-3.77,100,99,3.76
443,Roma,US,2022-03-14 02:30:19,43.2128,-75.4557,27.37,71,100,4.61
444,Alofi,NU,2022-03-14 02:32:32,-19.0595,-169.9187,82.29,74,12,4.61
445,Kikwit,CD,2022-03-14 02:32:33,-5.041,18.8162,68.23,92,100,1.54
446,Chapais,CA,2022-03-14 02:32:33,49.7834,-74.8492,2.98,98,99,2.91
447,Fonte Boa,BR,2022-03-14 02:32:33,-2.4959,-66.2662,71.55,99,100,1.39
448,Palu,ID,2022-03-14 02:32:34,-0.8917,119.8707,88.86,62,48,2.21
449,Tonj,SS,2022-03-14 02:32:34,7.2737,28.6822,79.72,30,100,3.69
450,Moshi,TZ,2022-03-14 02:32:34,-3.35,37.3333,68.43,73,44,1.83
451,Gobabis,NA,2022-03-14 02:32:34,-22.45,18.9667,62.17,87,100,11.14
452,Keetmanshoop,NA,2022-03-14 02:32:35,-26.5833,18.1333,54.52,87,1,9.22
453,Clearwater,US,2022-03-14 02:30:08,27.9659,-82.8001,61.07,69,0,13.8
454,Tangi,PK,2022-03-14 02:32:35,34.3006,71.6536,66.2,39,36,3.89
455,Altay,CN,2022-03-14 02:32:35,47.8667,88.1167,32.09,92,79,3.0
456,Arman,RU,2022-03-14 02:32:36,59.7,150.1667,21.02,61,100,2.44
457,Latung,PH,2022-03-14 02:32:36,5.5,120.8833,82.71,73,100,4.34
458,Iranshahr,IR,2022-03-14 02:32:36,27.2025,60.6848,68.34,28,0,6.91
459,Vestmanna,FO,2022-03-14 02:32:37,62.1564,-7.1664,43.72,93,75,5.75
460,Raudeberg,NO,2022-03-14 02:32:37,61.9875,5.1352,47.07,65,100,6.73
461,Leh,IN,2022-03-14 02:32:37,34.1667,77.5833,16.57,64,4,2.62
462,Chernyshevskiy,RU,2022-03-14 02:32:37,63.0128,112.4714,-2.49,91,98,2.71
463,Nyurba,RU,2022-03-14 02:32:38,63.2842,118.3319,-0.58,88,100,4.5
464,Nybro,SE,2022-03-14 02:32:38,56.7446,15.9071,36.05,88,10,3.51
465,Tornio,FI,2022-03-14 02:32:38,65.8481,24.1466,8.62,98,100,4.59
466,Golden Gate,US,2022-03-14 02:32:39,26.1879,-81.6951,66.22,69,20,12.66
467,Gasa,PS,2022-03-14 02:32:39,31.5,34.4667,43.88,56,73,11.36
468,Mackay,AU,2022-03-14 02:31:57,-21.15,149.2,85.68,69,75,16.11
469,Sur,OM,2022-03-14 02:32:39,22.5667,59.5289,80.6,36,27,5.48
470,Pontal Do Parana,BR,2022-03-14 02:32:39,-25.6533,-48.5128,69.71,94,100,3.42
471,Gimli,CA,2022-03-14 02:32:40,50.6336,-96.9907,12.22,67,92,5.75
472,Arlit,NE,2022-03-14 02:32:40,18.7369,7.3853,66.07,10,0,8.03
473,Acapulco,MX,2022-03-14 02:32:40,16.8634,-99.8901,76.82,73,20,5.75
474,Macapa,BR,2022-03-14 02:27:54,0.0389,-51.0664,78.78,89,75,2.3
475,Miraflores,MX,2022-03-14 02:32:41,19.2167,-98.8083,69.03,56,17,3.8
476,Ulaangom,MN,2022-03-14 02:32:41,49.9811,92.0667,14.52,91,59,4.74
477,Antipovka,RU,2022-03-14 02:32:41,49.8299,45.3122,5.54,92,24,10.29
478,Sorong,ID,2022-03-14 02:31:07,-0.8833,131.25,84.54,75,79,7.81
479,Turayf,SA,2022-03-14 02:32:42,31.6725,38.6637,35.85,93,0,11.5
480,Tautira,PF,2022-03-14 02:32:42,-17.7333,-149.15,81.18,72,85,7.34
481,Pochutla,MX,2022-03-14 02:32:42,15.7432,-96.4661,73.53,73,1,5.08
482,Sisimiut,GL,2022-03-14 02:32:43,66.9395,-53.6735,-2.25,89,100,9.93
483,Necochea,AR,2022-03-14 02:32:43,-38.5473,-58.7368,57.88,90,0,8.01
484,Avera,US,2022-03-14 02:32:43,33.194,-82.5271,38.91,37,2,5.48
485,Broome,US,2022-03-14 02:32:43,42.2506,-75.833,28.02,75,100,8.01
486,Rocha,UY,2022-03-14 02:32:27,-34.4833,-54.3333,56.14,94,3,4.03
487,Palmares,BR,2022-03-14 02:32:44,-8.6833,-35.5917,75.61,89,90,0.65
488,Harper,LR,2022-03-14 02:32:44,4.375,-7.7169,79.16,84,95,5.17
489,Tecoanapa,MX,2022-03-14 02:32:44,16.5167,-98.75,76.5,75,0,3.2
490,Russell,US,2022-03-14 02:30:27,32.3502,-85.1999,47.43,65,0,0.0
491,Huayucachi,PE,2022-03-14 02:32:45,-12.1333,-75.2333,49.46,90,100,3.91
492,Sibolga,ID,2022-03-14 02:32:45,1.7427,98.7792,84.81,70,78,3.09
493,Umm Lajj,SA,2022-03-14 02:32:45,25.0213,37.2685,64.51,52,0,11.95
494,Santa Maria,BR,2022-03-14 02:27:58,-29.6842,-53.8069,63.7,100,100,3.44
495,Balkanabat,TM,2022-03-14 02:32:45,39.5108,54.3671,48.79,48,100,1.28
496,Kholtoson,RU,2022-03-14 02:32:46,50.2981,103.3097,12.9,82,100,3.76
497,College,US,2022-03-14 02:32:46,64.8569,-147.8028,16.07,38,0,3.44
498,Sept-Iles,CA,2022-03-14 02:32:02,50.2001,-66.3821,10.83,52,20,11.5
499,Lasa,IT,2022-03-14 02:32:46,46.6166,10.7002,31.08,83,63,2.62
500,Snasa,NO,2022-03-14 02:32:47,64.2457,12.3778,21.36,86,100,3.51
501,Baneh,IR,2022-03-14 02:32:47,35.9975,45.8853,32.85,61,100,4.16
502,Gisborne,NZ,2022-03-14 02:32:44,-38.6533,178.0042,64.54,85,100,11.79
503,Tall Kayf,TR,2022-03-14 02:32:47,37.0833,41.0667,38.55,87,100,2.71
504,Bealanana,MG,2022-03-14 02:32:47,-14.55,48.7333,61.92,98,94,2.37
505,Luba,GQ,2022-03-14 02:32:48,3.4568,8.5547,76.89,77,93,3.42
506,Sharjah,AE,2022-03-14 02:28:48,25.3573,55.4033,78.78,42,0,4.61
507,Campoverde,PE,2022-03-14 02:32:48,-8.4753,-74.8058,78.49,99,100,2.24
508,Tupi Paulista,BR,2022-03-14 02:32:48,-21.3811,-51.5706,70.38,96,100,4.38
509,Bud,US,2022-03-14 02:32:49,39.447,-86.1758,46.38,62,0,10.58
510,Coquimbo,CL,2022-03-14 02:32:49,-29.9533,-71.3436,60.53,94,75,6.91
511,Dodge City,US,2022-03-14 02:32:49,37.7528,-100.0171,57.45,17,0,20.71
512,Macaubas,BR,2022-03-14 02:32:49,-13.0194,-42.6986,70.38,67,33,2.24
513,Hami,CN,2022-03-14 02:31:53,42.8,93.45,57.11,28,99,2.13
514,Rio Grande,BR,2022-03-14 02:30:09,-32.035,-52.0986,66.31,75,95,3.91
515,Tulsipur,NP,2022-03-14 02:32:50,28.131,82.2973,71.29,31,0,1.21
516,Carlagan,PH,2022-03-14 02:32:50,14.975,122.0456,80.96,81,97,6.85
517,Ostersund,SE,2022-03-14 02:32:50,63.1792,14.6357,34.25,44,100,9.22
518,Neiafu,TO,2022-03-14 02:32:51,-18.65,-173.9833,84.88,79,20,8.05
519,Ucluelet,CA,2022-03-14 02:32:51,48.9329,-125.5528,46.09,91,100,1.01
520,Angoche,MZ,2022-03-14 02:32:51,-16.2325,39.9086,76.21,92,100,7.49
521,Cananea,MX,2022-03-14 02:32:52,30.95,-110.3,49.28,20,0,6.26
522,Santa Cruz Cabralia,BR,2022-03-14 02:32:52,-16.2781,-39.0247,79.03,89,40,6.91
523,Santa Fe,AR,2022-03-14 02:31:37,-31.6333,-60.7,61.92,90,8,3.67
524,Kholm-Zhirkovskiy,RU,2022-03-14 02:32:52,55.5189,33.4731,29.39,94,100,7.96
525,Verkhoyansk,RU,2022-03-14 02:32:53,67.5447,133.385,-4.61,88,100,2.84
526,Kongoussi,BF,2022-03-14 02:32:53,13.3258,-1.5347,80.35,19,96,7.65
527,Talnakh,RU,2022-03-14 02:32:53,69.4865,88.3972,-5.8,93,100,8.01
528,Cockburn Town,TC,2022-03-14 02:32:54,21.4612,-71.1419,77.7,79,0,17.09
529,Pasco,US,2022-03-14 02:32:54,28.292,-82.4165,59.25,70,0,1.99
530,Lake City,US,2022-03-14 02:32:54,30.1897,-82.6393,47.86,70,0,0.0
531,Mahanoro,MG,2022-03-14 02:32:54,-19.9,48.8,73.71,92,99,7.36
532,High Prairie,CA,2022-03-14 02:32:55,55.4334,-116.4858,7.25,97,100,4.03
533,Margate,GB,2022-03-14 02:32:55,51.3813,1.3862,47.3,92,81,1.01
534,Cacule,BR,2022-03-14 02:32:55,-14.5033,-42.2222,75.16,58,99,4.88
535,Porto Torres,IT,2022-03-14 02:32:55,40.835,8.3972,44.78,85,100,4.9
536,Whitehorse,CA,2022-03-14 02:30:28,60.7161,-135.0538,9.01,70,75,6.91
537,Kyra,RU,2022-03-14 02:32:56,49.5776,111.9753,23.38,79,100,4.83
538,Eyl,SO,2022-03-14 02:32:56,7.9803,49.8164,74.53,80,72,10.42
539,Atar,MR,2022-03-14 02:32:57,20.5169,-13.0499,67.91,24,2,9.15
540,Nuuk,GL,2022-03-14 02:31:03,64.1835,-51.7216,9.21,72,100,17.27
541,Ust-Uda,RU,2022-03-14 02:32:57,54.1742,103.0304,0.77,89,91,3.13
542,Kalamare,BW,2022-03-14 02:32:57,-22.9337,26.5703,66.33,60,70,12.01
543,Crestview,US,2022-03-14 02:30:28,30.7621,-86.5705,48.24,70,0,0.0
544,Murmashi,RU,2022-03-14 02:32:58,68.8154,32.8115,16.21,92,0,2.24
545,Juneau,US,2022-03-14 02:28:18,58.3019,-134.4197,35.6,88,100,4.61
546,Voiron,FR,2022-03-14 02:32:58,45.3639,5.5921,44.58,89,100,4.27
547,Batagay,RU,2022-03-14 02:32:58,67.6333,134.6333,-6.29,91,100,3.22
548,Hobyo,SO,2022-03-14 02:32:58,5.3505,48.5268,78.51,71,53,15.88
549,Inhambane,MZ,2022-03-14 02:32:59,-23.865,35.3833,76.15,89,2,6.42
550,Hualmay,PE,2022-03-14 02:32:59,-11.0964,-77.6139,72.68,78,100,8.32
551,Tougan,BF,2022-03-14 02:32:59,13.0667,-3.0667,80.6,19,67,5.06
552,Mumford,GH,2022-03-14 02:33:00,5.2618,-0.759,78.22,84,100,6.69
553,Nome,US,2022-03-14 02:33:00,64.5011,-165.4064,26.67,28,0,16.11
554,Te Anau,NZ,2022-03-14 02:33:00,-45.4167,167.7167,70.65,44,30,2.17
555,Rongcheng,CN,2022-03-14 02:33:00,30.634,117.8517,81.1,55,77,6.82
556,Ransang,PH,2022-03-14 02:33:01,8.9603,117.5828,85.89,67,93,3.8
557,Takoradi,GH,2022-03-14 02:33:01,4.8845,-1.7554,76.5,85,100,6.4
558,Santa Rosa Del Sur,CO,2022-03-14 02:33:01,7.9644,-74.0544,69.1,91,76,2.8
559,Bilma,NE,2022-03-14 02:33:02,18.6853,12.9164,61.7,15,0,11.39
560,Chapleau,CA,2022-03-14 02:33:02,47.8405,-83.4034,16.9,94,99,7.85
